ID,Sex,Height,Weight,feet,inches,height,weight,bmi
M14250,Male,6 ft. 03 in.,285 lbs.,6,3,75,285,35.62
M14259,Male,5 ft. 10 in.,223 lbs.,5,10,70,223,31.99
M14268,Male,5 ft. 10 in.,216 lbs.,5,10,70,216,30.99
M14270,Male,5 ft. 10 in.,260 lbs.,5,10,70,260,37.30
M14281,Male,5 ft. 02 in.,160 lbs.,5,2,62,160,29.26
M14284,Male,5 ft. 04 in.,150 lbs.,5,4,64,150,25.74
M14285,Male,5 ft. 07 in.,170 lbs.,5,7,67,170,26.62
M14289,Male,5 ft. 05 in.,150 lbs.,5,5,65,150,24.96
M14290,Male,5 ft. 11 in.,320 lbs.,5,11,71,320,44.63
M14293,Male,5 ft. 06 in.,166 lbs.,5,6,66,166,26.79
M14294,Male,6 ft. 01 in.,270 lbs.,6,1,73,270,35.62
M14301,Male,5 ft. 05 in.,135 lbs.,5,5,65,135,22.46
M14307,Male,6 ft. 02 in.,150 lbs.,6,2,74,150,19.26
M14317,Male,6 ft. 00 in.,230 lbs.,6,0,72,230,31.19
M14336,Male,5 ft. 00 in.,145 lbs.,5,0,60,145,28.32
M14346,Male,6 ft. 01 in.,240 lbs.,6,1,73,240,31.66
M14349,Male,5 ft. 07 in.,145 lbs.,5,7,67,145,22.71
M14355,Male,5 ft. 07 in.,150 lbs.,5,7,67,150,23.49
M14359,Male,5 ft. 06 in.,160 lbs.,5,6,66,160,25.82
M14360,Male,6 ft. 01 in.,190 lbs.,6,1,73,190,25.06
M14362,Male,6 ft. 01 in.,180 lbs.,6,1,73,180,23.75
M14376,Male,6 ft. 00 in.,270 lbs.,6,0,72,270,36.61
M14378,Male,5 ft. 09 in.,167 lbs.,5,9,69,167,24.66
M14382,Male,6 ft. 09 in.,180 lbs.,6,9,81,180,19.29
M14387,Male,6 ft. 01 in.,154 lbs.,6,1,73,154,20.32
M14389,Male,6 ft. 02 in.,180 lbs.,6,2,74,180,23.11
M14390,Male,5 ft. 11 in.,165 lbs.,5,11,71,165,23.01
M14391,Male,6 ft. 01 in.,180 lbs.,6,1,73,180,23.75
M14395,Male,5 ft. 10 in.,245 lbs.,5,10,70,245,35.15
M14396,Male,5 ft. 02 in.,229 lbs.,5,2,62,229,41.88
M14400,Male,5 ft. 06 in.,153 lbs.,5,6,66,153,24.69
M14406,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
M14409,Male,5 ft. 10 in.,167 lbs.,5,10,70,167,23.96
M14412,Male,6 ft. 01 in.,220 lbs.,6,1,73,220,29.02
M14416,Male,5 ft. 05 in.,136 lbs.,5,5,65,136,22.63
M14417,Male,5 ft. 06 in.,153 lbs.,5,6,66,153,24.69
M14418,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
M14419,Male,6 ft. 01 in.,243 lbs.,6,1,73,243,32.06
M14422,Male,6 ft. 03 in.,175 lbs.,6,3,75,175,21.87
M14427,Male,5 ft. 09 in.,130 lbs.,5,9,69,130,19.20
M14435,Male,6 ft. 03 in.,178 lbs.,6,3,75,178,22.25
M14443,Male,5 ft. 05 in.,159 lbs.,5,5,65,159,26.46
M14444,Male,5 ft. 10 in.,185 lbs.,5,10,70,185,26.54
M14446,Male,5 ft. 07 in.,200 lbs.,5,7,67,200,31.32
M14450,Male,5 ft. 07 in.,185 lbs.,5,7,67,185,28.97
M14454,Male,5 ft. 11 in.,200 lbs.,5,11,71,200,27.89
M14465,Male,5 ft. 10 in.,200 lbs.,5,10,70,200,28.69
M14466,Male,6 ft. 00 in.,211 lbs.,6,0,72,211,28.61
M14473,Male,6 ft. 02 in.,184 lbs.,6,2,74,184,23.62
M14477,Male,5 ft. 05 in.,165 lbs.,5,5,65,165,27.45
M14482,Male,5 ft. 09 in.,237 lbs.,5,9,69,237,34.99
M14489,Male,5 ft. 11 in.,200 lbs.,5,11,71,200,27.89
M14491,Male,6 ft. 01 in.,180 lbs.,6,1,73,180,23.75
M14492,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
M14493,Male,5 ft. 11 in.,187 lbs.,5,11,71,187,26.08
M14504,Male,6 ft. 03 in.,224 lbs.,6,3,75,224,28.00
M14505,Male,5 ft. 11 in.,220 lbs.,5,11,71,220,30.68
M14513,Male,5 ft. 08 in.,209 lbs.,5,8,68,209,31.77
M14514,Male,5 ft. 07 in.,208 lbs.,5,7,67,208,32.57
M14518,Male,5 ft. 08 in.,175 lbs.,5,8,68,175,26.61
M14526,Male,6 ft. 02 in.,235 lbs.,6,2,74,235,30.17
M14527,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
M14541,Male,5 ft. 06 in.,168 lbs.,5,6,66,168,27.11
M14544,Male,5 ft. 11 in.,190 lbs.,5,11,71,190,26.50
M14548,Male,6 ft. 01 in.,200 lbs.,6,1,73,200,26.38
M14549,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M14550,Male,5 ft. 04 in.,150 lbs.,5,4,64,150,25.74
M14556,Male,5 ft. 08 in.,200 lbs.,5,8,68,200,30.41
M14559,Male,6 ft. 04 in.,290 lbs.,6,4,76,290,35.30
M14562,Male,5 ft. 09 in.,165 lbs.,5,9,69,165,24.36
M14569,Male,5 ft. 09 in.,210 lbs.,5,9,69,210,31.01
M14573,Male,5 ft. 01 in.,135 lbs.,5,1,61,135,25.51
M14581,Male,6 ft. 01 in.,284 lbs.,6,1,73,284,37.47
M14590,Male,5 ft. 06 in.,190 lbs.,5,6,66,190,30.66
M14591,Male,6 ft. 01 in.,206 lbs.,6,1,73,206,27.18
M14593,Male,6 ft. 02 in.,172 lbs.,6,2,74,172,22.08
M14594,Male,6 ft. 01 in.,185 lbs.,6,1,73,185,24.41
M14596,Male,6 ft. 00 in.,170 lbs.,6,0,72,170,23.05
M14597,Male,5 ft. 03 in.,165 lbs.,5,3,63,165,29.23
M14603,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
M14609,Male,5 ft. 07 in.,130 lbs.,5,7,67,130,20.36
M14610,Male,5 ft. 10 in.,172 lbs.,5,10,70,172,24.68
M14611,Male,5 ft. 11 in.,165 lbs.,5,11,71,165,23.01
M14612,Male,6 ft. 00 in.,255 lbs.,6,0,72,255,34.58
M14616,Male,6 ft. 01 in.,190 lbs.,6,1,73,190,25.06
M14618,Male,5 ft. 10 in.,228 lbs.,5,10,70,228,32.71
M14619,Male,6 ft. 00 in.,244 lbs.,6,0,72,244,33.09
M14620,Male,5 ft. 08 in.,202 lbs.,5,8,68,202,30.71
M14637,Male,6 ft. 00 in.,250 lbs.,6,0,72,250,33.90
M14640,Male,5 ft. 07 in.,178 lbs.,5,7,67,178,27.88
M14642,Male,5 ft. 10 in.,165 lbs.,5,10,70,165,23.67
M14649,Male,5 ft. 05 in.,165 lbs.,5,5,65,165,27.45
M14652,Male,5 ft. 11 in.,195 lbs.,5,11,71,195,27.19
M14653,Male,5 ft. 06 in.,155 lbs.,5,6,66,155,25.01
M14659,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
M14662,Male,6 ft. 01 in.,210 lbs.,6,1,73,210,27.70
M14667,Male,5 ft. 04 in.,152 lbs.,5,4,64,152,26.09
M14670,Male,5 ft. 06 in.,145 lbs.,5,6,66,145,23.40
M14685,Male,5 ft. 09 in.,165 lbs.,5,9,69,165,24.36
M14691,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M14697,Male,5 ft. 06 in.,189 lbs.,5,6,66,189,30.50
M14700,Male,6 ft. 00 in.,260 lbs.,6,0,72,260,35.26
M14702,Male,5 ft. 05 in.,199 lbs.,5,5,65,199,33.11
M14705,Male,5 ft. 08 in.,190 lbs.,5,8,68,190,28.89
M14706,Male,5 ft. 06 in.,200 lbs.,5,6,66,200,32.28
M14711,Male,5 ft. 06 in.,150 lbs.,5,6,66,150,24.21
M14717,Male,6 ft. 01 in.,165 lbs.,6,1,73,165,21.77
M14722,Male,5 ft. 07 in.,172 lbs.,5,7,67,172,26.94
M14729,Male,6 ft. 01 in.,210 lbs.,6,1,73,210,27.70
M14730,Male,5 ft. 04 in.,220 lbs.,5,4,64,220,37.76
M14731,Male,5 ft. 10 in.,220 lbs.,5,10,70,220,31.56
M14734,Male,6 ft. 00 in.,185 lbs.,6,0,72,185,25.09
M14751,Male,5 ft. 08 in.,171 lbs.,5,8,68,171,26.00
M14752,Male,5 ft. 06 in.,185 lbs.,5,6,66,185,29.86
M14762,Male,6 ft. 05 in.,270 lbs.,6,5,77,270,32.01
M14765,Male,5 ft. 11 in.,193 lbs.,5,11,71,193,26.92
M14767,Male,6 ft. 00 in.,170 lbs.,6,0,72,170,23.05
M14773,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
M14776,Male,5 ft. 07 in.,158 lbs.,5,7,67,158,24.74
M14778,Male,5 ft. 11 in.,184 lbs.,5,11,71,184,25.66
M14799,Male,5 ft. 09 in.,170 lbs.,5,9,69,170,25.10
M14800,Male,5 ft. 05 in.,120 lbs.,5,5,65,120,19.97
M14806,Male,5 ft. 10 in.,216 lbs.,5,10,70,216,30.99
M14812,Male,6 ft. 01 in.,223 lbs.,6,1,73,223,29.42
M14816,Male,5 ft. 09 in.,176 lbs.,5,9,69,176,25.99
M14817,Male,6 ft. 02 in.,235 lbs.,6,2,74,235,30.17
M14820,Male,5 ft. 10 in.,160 lbs.,5,10,70,160,22.96
M14825,Male,5 ft. 11 in.,160 lbs.,5,11,71,160,22.31
M14839,Male,6 ft. 02 in.,187 lbs.,6,2,74,187,24.01
M14843,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
M14846,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
M14859,Male,5 ft. 08 in.,210 lbs.,5,8,68,210,31.93
M14863,Male,5 ft. 09 in.,170 lbs.,5,9,69,170,25.10
M14866,Male,5 ft. 07 in.,148 lbs.,5,7,67,148,23.18
M14867,Male,5 ft. 11 in.,200 lbs.,5,11,71,200,27.89
M14868,Male,5 ft. 09 in.,170 lbs.,5,9,69,170,25.10
M14873,Male,5 ft. 10 in.,200 lbs.,5,10,70,200,28.69
M14874,Male,5 ft. 11 in.,224 lbs.,5,11,71,224,31.24
M14876,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
M14878,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
M14883,Male,5 ft. 10 in.,200 lbs.,5,10,70,200,28.69
M14891,Male,5 ft. 09 in.,170 lbs.,5,9,69,170,25.10
M14892,Male,6 ft. 00 in.,140 lbs.,6,0,72,140,18.99
M14895,Male,5 ft. 11 in.,163 lbs.,5,11,71,163,22.73
M14897,Male,6 ft. 03 in.,200 lbs.,6,3,75,200,25.00
M14898,Male,5 ft. 08 in.,145 lbs.,5,8,68,145,22.04
M14899,Male,5 ft. 09 in.,145 lbs.,5,9,69,145,21.41
M14902,Male,5 ft. 11 in.,185 lbs.,5,11,71,185,25.80
M14904,Male,5 ft. 10 in.,160 lbs.,5,10,70,160,22.96
M14909,Male,6 ft. 03 in.,190 lbs.,6,3,75,190,23.75
M14911,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M14913,Male,5 ft. 05 in.,175 lbs.,5,5,65,175,29.12
M14916,Male,5 ft. 07 in.,185 lbs.,5,7,67,185,28.97
M14917,Male,6 ft. 03 in.,200 lbs.,6,3,75,200,25.00
M14919,Male,6 ft. 02 in.,230 lbs.,6,2,74,230,29.53
M14922,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
M14928,Male,5 ft. 08 in.,177 lbs.,5,8,68,177,26.91
M14929,Male,5 ft. 11 in.,185 lbs.,5,11,71,185,25.80
M14930,Male,5 ft. 05 in.,160 lbs.,5,5,65,160,26.62
M14932,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
M14940,Male,5 ft. 07 in.,215 lbs.,5,7,67,215,33.67
M14945,Male,6 ft. 00 in.,164 lbs.,6,0,72,164,22.24
M14947,Male,6 ft. 02 in.,155 lbs.,6,2,74,155,19.90
M14949,Male,5 ft. 06 in.,180 lbs.,5,6,66,180,29.05
M14951,Male,6 ft. 00 in.,191 lbs.,6,0,72,191,25.90
M14958,Male,5 ft. 06 in.,200 lbs.,5,6,66,200,32.28
M14959,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
M14963,Male,6 ft. 04 in.,219 lbs.,6,4,76,219,26.65
M14965,Male,5 ft. 06 in.,140 lbs.,5,6,66,140,22.59
M14971,Male,5 ft. 08 in.,165 lbs.,5,8,68,165,25.09
M14973,Male,6 ft. 03 in.,196 lbs.,6,3,75,196,24.50
M14977,Male,5 ft. 06 in.,120 lbs.,5,6,66,120,19.37
M14979,Male,6 ft. 06 in.,190 lbs.,6,6,78,190,21.95
M14991,Male,6 ft. 11 in.,230 lbs.,6,11,83,230,23.47
M14997,Male,5 ft. 05 in.,200 lbs.,5,5,65,200,33.28
M15000,Male,5 ft. 10 in.,235 lbs.,5,10,70,235,33.72
M15003,Male,5 ft. 09 in.,210 lbs.,5,9,69,210,31.01
M15008,Male,6 ft. 00 in.,164 lbs.,6,0,72,164,22.24
M15012,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M15016,Male,5 ft. 08 in.,225 lbs.,5,8,68,225,34.21
M15018,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
M15019,Male,5 ft. 07 in.,215 lbs.,5,7,67,215,33.67
M15020,Male,5 ft. 08 in.,165 lbs.,5,8,68,165,25.09
M15021,Male,6 ft. 00 in.,175 lbs.,6,0,72,175,23.73
M15022,Male,5 ft. 08 in.,151 lbs.,5,8,68,151,22.96
M15024,Male,5 ft. 05 in.,150 lbs.,5,5,65,150,24.96
M15028,Male,5 ft. 09 in.,152 lbs.,5,9,69,152,22.44
M15029,Male,5 ft. 10 in.,220 lbs.,5,10,70,220,31.56
M15030,Male,5 ft. 10 in.,210 lbs.,5,10,70,210,30.13
M15032,Male,5 ft. 10 in.,145 lbs.,5,10,70,145,20.80
M15037,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
M15042,Male,5 ft. 11 in.,160 lbs.,5,11,71,160,22.31
M15045,Male,6 ft. 01 in.,240 lbs.,6,1,73,240,31.66
M15049,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
M15050,Male,5 ft. 10 in.,186 lbs.,5,10,70,186,26.69
M15052,Male,6 ft. 01 in.,211 lbs.,6,1,73,211,27.84
M15054,Male,6 ft. 01 in.,210 lbs.,6,1,73,210,27.70
M15056,Male,5 ft. 06 in.,168 lbs.,5,6,66,168,27.11
M15058,Male,5 ft. 10 in.,179 lbs.,5,10,70,179,25.68
M15060,Male,6 ft. 01 in.,185 lbs.,6,1,73,185,24.41
M15062,Male,6 ft. 02 in.,200 lbs.,6,2,74,200,25.68
M15067,Male,5 ft. 09 in.,185 lbs.,5,9,69,185,27.32
M15070,Male,5 ft. 08 in.,183 lbs.,5,8,68,183,27.82
M15077,Male,5 ft. 08 in.,235 lbs.,5,8,68,235,35.73
M15088,Male,6 ft. 01 in.,177 lbs.,6,1,73,177,23.35
M15094,Male,5 ft. 10 in.,160 lbs.,5,10,70,160,22.96
M15096,Male,5 ft. 08 in.,167 lbs.,5,8,68,167,25.39
M15104,Male,5 ft. 09 in.,140 lbs.,5,9,69,140,20.67
M15106,Male,5 ft. 11 in.,145 lbs.,5,11,71,145,20.22
M15112,Male,5 ft. 04 in.,190 lbs.,5,4,64,190,32.61
M15114,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M15115,Male,6 ft. 01 in.,250 lbs.,6,1,73,250,32.98
M15128,Male,6 ft. 01 in.,200 lbs.,6,1,73,200,26.38
M15130,Male,5 ft. 05 in.,138 lbs.,5,5,65,138,22.96
M15131,Male,5 ft. 05 in.,180 lbs.,5,5,65,180,29.95
M15133,Male,5 ft. 04 in.,125 lbs.,5,4,64,125,21.45
M15143,Male,5 ft. 08 in.,178 lbs.,5,8,68,178,27.06
M15145,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M15149,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
M15169,Male,6 ft. 00 in.,205 lbs.,6,0,72,205,27.80
M15174,Male,6 ft. 00 in.,155 lbs.,6,0,72,155,21.02
M15177,Male,5 ft. 10 in.,135 lbs.,5,10,70,135,19.37
M15178,Male,5 ft. 06 in.,139 lbs.,5,6,66,139,22.43
M15181,Male,5 ft. 04 in.,165 lbs.,5,4,64,165,28.32
M15182,Male,5 ft. 06 in.,160 lbs.,5,6,66,160,25.82
M15193,Male,5 ft. 08 in.,150 lbs.,5,8,68,150,22.80
M15195,Male,5 ft. 07 in.,175 lbs.,5,7,67,175,27.41
M15220,Male,5 ft. 08 in.,154 lbs.,5,8,68,154,23.41
M15221,Male,6 ft. 01 in.,241 lbs.,6,1,73,241,31.79
M15222,Male,5 ft. 08 in.,175 lbs.,5,8,68,175,26.61
M15223,Male,5 ft. 11 in.,210 lbs.,5,11,71,210,29.29
M15224,Male,5 ft. 06 in.,152 lbs.,5,6,66,152,24.53
M15232,Male,6 ft. 03 in.,175 lbs.,6,3,75,175,21.87
M15233,Male,5 ft. 09 in.,198 lbs.,5,9,69,198,29.24
M15238,Male,5 ft. 11 in.,203 lbs.,5,11,71,203,28.31
M15244,Male,5 ft. 06 in.,152 lbs.,5,6,66,152,24.53
M15249,Male,6 ft. 03 in.,310 lbs.,6,3,75,310,38.74
M15251,Male,5 ft. 11 in.,198 lbs.,5,11,71,198,27.61
M15252,Male,5 ft. 11 in.,228 lbs.,5,11,71,228,31.80
M15255,Male,6 ft. 03 in.,165 lbs.,6,3,75,165,20.62
M15257,Male,6 ft. 00 in.,200 lbs.,6,0,72,200,27.12
M15268,Male,5 ft. 08 in.,182 lbs.,5,8,68,182,27.67
M15272,Male,5 ft. 11 in.,185 lbs.,5,11,71,185,25.80
M15273,Male,5 ft. 06 in.,165 lbs.,5,6,66,165,26.63
M15274,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
M15278,Male,5 ft. 06 in.,145 lbs.,5,6,66,145,23.40
M15282,Male,5 ft. 09 in.,210 lbs.,5,9,69,210,31.01
M15283,Male,6 ft. 01 in.,176 lbs.,6,1,73,176,23.22
M15292,Male,5 ft. 09 in.,215 lbs.,5,9,69,215,31.75
M15298,Male,5 ft. 05 in.,150 lbs.,5,5,65,150,24.96
M15300,Male,6 ft. 01 in.,220 lbs.,6,1,73,220,29.02
M15301,Male,5 ft. 07 in.,170 lbs.,5,7,67,170,26.62
M15303,Male,5 ft. 09 in.,181 lbs.,5,9,69,181,26.73
M15311,Male,5 ft. 08 in.,266 lbs.,5,8,68,266,40.44
M15312,Male,6 ft. 00 in.,177 lbs.,6,0,72,177,24.00
M15316,Male,6 ft. 00 in.,160 lbs.,6,0,72,160,21.70
M15317,Male,5 ft. 11 in.,145 lbs.,5,11,71,145,20.22
M15318,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M15319,Male,5 ft. 06 in.,135 lbs.,5,6,66,135,21.79
M15330,Male,5 ft. 10 in.,220 lbs.,5,10,70,220,31.56
M15345,Male,6 ft. 01 in.,180 lbs.,6,1,73,180,23.75
M15346,Male,6 ft. 00 in.,200 lbs.,6,0,72,200,27.12
M15347,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
M15360,Male,5 ft. 09 in.,145 lbs.,5,9,69,145,21.41
M15365,Male,5 ft. 08 in.,157 lbs.,5,8,68,157,23.87
M15367,Male,5 ft. 09 in.,172 lbs.,5,9,69,172,25.40
M15372,Male,6 ft. 01 in.,169 lbs.,6,1,73,169,22.29
M15382,Male,6 ft. 02 in.,235 lbs.,6,2,74,235,30.17
M15389,Male,5 ft. 11 in.,215 lbs.,5,11,71,215,29.98
M15392,Male,5 ft. 07 in.,210 lbs.,5,7,67,210,32.89
M15396,Male,5 ft. 07 in.,210 lbs.,5,7,67,210,32.89
M15398,Male,6 ft. 00 in.,215 lbs.,6,0,72,215,29.16
M15399,Male,5 ft. 04 in.,190 lbs.,5,4,64,190,32.61
M15402,Male,5 ft. 10 in.,186 lbs.,5,10,70,186,26.69
M15407,Male,6 ft. 02 in.,280 lbs.,6,2,74,280,35.95
M15408,Male,6 ft. 02 in.,259 lbs.,6,2,74,259,33.25
M15416,Male,5 ft. 10 in.,205 lbs.,5,10,70,205,29.41
M15417,Male,5 ft. 09 in.,257 lbs.,5,9,69,257,37.95
M15424,Male,5 ft. 11 in.,198 lbs.,5,11,71,198,27.61
M15433,Male,5 ft. 07 in.,150 lbs.,5,7,67,150,23.49
M15435,Male,5 ft. 11 in.,184 lbs.,5,11,71,184,25.66
M15439,Male,5 ft. 06 in.,140 lbs.,5,6,66,140,22.59
M15451,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
M15452,Male,5 ft. 11 in.,165 lbs.,5,11,71,165,23.01
M15453,Male,6 ft. 00 in.,202 lbs.,6,0,72,202,27.39
M15454,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
M15459,Male,5 ft. 11 in.,211 lbs.,5,11,71,211,29.43
M15463,Male,5 ft. 09 in.,211 lbs.,5,9,69,211,31.16
M15470,Male,5 ft. 01 in.,151 lbs.,5,1,61,151,28.53
M15477,Male,6 ft. 03 in.,205 lbs.,6,3,75,205,25.62
M15478,Male,5 ft. 09 in.,230 lbs.,5,9,69,230,33.96
M15482,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
M15485,Male,5 ft. 08 in.,168 lbs.,5,8,68,168,25.54
M15486,Male,5 ft. 11 in.,233 lbs.,5,11,71,233,32.49
M15488,Male,5 ft. 07 in.,155 lbs.,5,7,67,155,24.27
M15489,Male,6 ft. 01 in.,220 lbs.,6,1,73,220,29.02
M15490,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M15491,Male,6 ft. 04 in.,200 lbs.,6,4,76,200,24.34
M15492,Male,6 ft. 02 in.,165 lbs.,6,2,74,165,21.18
M15499,Male,6 ft. 02 in.,170 lbs.,6,2,74,170,21.82
M15502,Male,5 ft. 05 in.,118 lbs.,5,5,65,118,19.63
M15508,Male,6 ft. 02 in.,220 lbs.,6,2,74,220,28.24
M15513,Male,5 ft. 06 in.,235 lbs.,5,6,66,235,37.93
M15526,Male,5 ft. 09 in.,230 lbs.,5,9,69,230,33.96
M15527,Male,6 ft. 01 in.,150 lbs.,6,1,73,150,19.79
M15529,Male,5 ft. 08 in.,175 lbs.,5,8,68,175,26.61
M15538,Male,5 ft. 06 in.,140 lbs.,5,6,66,140,22.59
M15549,Male,6 ft. 02 in.,185 lbs.,6,2,74,185,23.75
M15553,Male,6 ft. 03 in.,215 lbs.,6,3,75,215,26.87
M15554,Male,5 ft. 06 in.,150 lbs.,5,6,66,150,24.21
M15565,Male,5 ft. 09 in.,172 lbs.,5,9,69,172,25.40
M15567,Male,5 ft. 06 in.,240 lbs.,5,6,66,240,38.73
M15568,Male,5 ft. 07 in.,200 lbs.,5,7,67,200,31.32
M15570,Male,5 ft. 07 in.,201 lbs.,5,7,67,201,31.48
M15576,Male,5 ft. 08 in.,142 lbs.,5,8,68,142,21.59
M15578,Male,5 ft. 11 in.,320 lbs.,5,11,71,320,44.63
M15585,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
M15588,Male,6 ft. 04 in.,200 lbs.,6,4,76,200,24.34
M15591,Male,5 ft. 11 in.,160 lbs.,5,11,71,160,22.31
M15595,Male,6 ft. 01 in.,205 lbs.,6,1,73,205,27.04
M15596,Male,5 ft. 07 in.,157 lbs.,5,7,67,157,24.59
M15601,Male,5 ft. 06 in.,143 lbs.,5,6,66,143,23.08
M15602,Male,5 ft. 10 in.,206 lbs.,5,10,70,206,29.55
M15608,Male,5 ft. 09 in.,260 lbs.,5,9,69,260,38.39
M15613,Male,5 ft. 08 in.,170 lbs.,5,8,68,170,25.85
M15616,Male,6 ft. 00 in.,210 lbs.,6,0,72,210,28.48
M15617,Male,6 ft. 00 in.,230 lbs.,6,0,72,230,31.19
M15624,Male,5 ft. 10 in.,150 lbs.,5,10,70,150,21.52
M15632,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
M15635,Male,5 ft. 06 in.,172 lbs.,5,6,66,172,27.76
M15637,Male,6 ft. 11 in.,186 lbs.,6,11,83,186,18.98
M15639,Male,6 ft. 01 in.,189 lbs.,6,1,73,189,24.93
M15642,Male,5 ft. 08 in.,166 lbs.,5,8,68,166,25.24
M15656,Male,6 ft. 01 in.,200 lbs.,6,1,73,200,26.38
M15659,Male,5 ft. 09 in.,209 lbs.,5,9,69,209,30.86
M15662,Male,5 ft. 05 in.,150 lbs.,5,5,65,150,24.96
M15665,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
M15669,Male,5 ft. 11 in.,170 lbs.,5,11,71,170,23.71
M15672,Male,6 ft. 01 in.,215 lbs.,6,1,73,215,28.36
M15687,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
M15698,Male,5 ft. 10 in.,156 lbs.,5,10,70,156,22.38
M15700,Male,6 ft. 01 in.,161 lbs.,6,1,73,161,21.24
M15702,Male,5 ft. 08 in.,170 lbs.,5,8,68,170,25.85
M15716,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
M15724,Male,5 ft. 09 in.,140 lbs.,5,9,69,140,20.67
M15732,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
M15735,Male,5 ft. 11 in.,190 lbs.,5,11,71,190,26.50
M15745,Male,5 ft. 10 in.,163 lbs.,5,10,70,163,23.39
M15746,Male,5 ft. 11 in.,225 lbs.,5,11,71,225,31.38
M15750,Male,5 ft. 05 in.,150 lbs.,5,5,65,150,24.96
M15754,Male,5 ft. 09 in.,199 lbs.,5,9,69,199,29.38
M15755,Male,5 ft. 10 in.,210 lbs.,5,10,70,210,30.13
M15756,Male,5 ft. 11 in.,182 lbs.,5,11,71,182,25.38
M15758,Male,6 ft. 05 in.,230 lbs.,6,5,77,230,27.27
M15762,Male,5 ft. 06 in.,155 lbs.,5,6,66,155,25.01
M15766,Male,5 ft. 08 in.,170 lbs.,5,8,68,170,25.85
M15767,Male,6 ft. 01 in.,182 lbs.,6,1,73,182,24.01
M15768,Male,6 ft. 02 in.,240 lbs.,6,2,74,240,30.81
M15774,Male,6 ft. 03 in.,175 lbs.,6,3,75,175,21.87
M15781,Male,5 ft. 05 in.,162 lbs.,5,5,65,162,26.96
M15796,Male,5 ft. 06 in.,168 lbs.,5,6,66,168,27.11
M15798,Male,5 ft. 09 in.,170 lbs.,5,9,69,170,25.10
M15801,Male,5 ft. 09 in.,182 lbs.,5,9,69,182,26.87
M15805,Male,5 ft. 06 in.,170 lbs.,5,6,66,170,27.44
M15808,Male,6 ft. 02 in.,180 lbs.,6,2,74,180,23.11
M15815,Male,5 ft. 08 in.,197 lbs.,5,8,68,197,29.95
M15822,Male,5 ft. 09 in.,200 lbs.,5,9,69,200,29.53
M15825,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
M15830,Male,5 ft. 03 in.,175 lbs.,5,3,63,175,31.00
M15833,Male,5 ft. 08 in.,310 lbs.,5,8,68,310,47.13
M15838,Male,6 ft. 04 in.,205 lbs.,6,4,76,205,24.95
M15839,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
M15842,Male,6 ft. 06 in.,239 lbs.,6,6,78,239,27.62
M15844,Male,5 ft. 10 in.,195 lbs.,5,10,70,195,27.98
M15845,Male,5 ft. 08 in.,140 lbs.,5,8,68,140,21.28
M15854,Male,5 ft. 07 in.,191 lbs.,5,7,67,191,29.91
M15859,Male,5 ft. 06 in.,146 lbs.,5,6,66,146,23.56
